name,MCC,F1,Recall_1900-1904,Recall_1905-1909,Recall_1910-1914,Recall_1915-1919,Recall_1920-1924,Recall_1925-1929,Recall_1930-1934,Recall_1935-1939,Recall_1940-1944,Recall_1945-1949,Recall_1950-1954,Recall_1955-1959,Recall_1960-1964,Recall_1965-1969,Recall_1970-1974,Recall_1975-1979,Recall_1980-1984,Recall_1985-1989,Recall_1990-1994,Recall_1995-1999,Recall_2000-2004,Recall_2005-2009,Recall_2010-2014,Recall_2015-2019
Spain_city-cv,0.07988464911060139,0.09883401234586735,0.3256249012840871,0.16003466726957571,0.06650094370022556,0.11846582121868234,0.15164390770850067,0.08938761232208838,0.12355654700431005,0.07782167362909476,0.1183846396157367,0.10959764182566963,0.06163978029385242,0.12483480668656163,0.05908177834535942,0.1496294210914238,0.058642285648620306,0.12409454568576594,0.06385101307912361,0.09392314355194968,0.05413609592295877,0.06935600746211129,0.07783372835901683,0.16713841740649418,0.20779137852869248,0.3101528309861075
France_city-cv,0.12247408373004967,0.14112592462041237,0.38290951357589037,0.14601644090580085,0.107226072850612,0.05000912575287461,0.278541302656832,0.11544719511696291,0.11536439508444503,0.14087271574792373,0.10499660511347826,0.07530712325564567,0.09632557521403064,0.18866414988293084,0.12349676289881129,0.13224228951258804,0.1320846456123565,0.19340083830972216,0.12800143738055858,0.15713586758443057,0.09292514348194565,0.13639154389277297,0.13273844544681965,0.1624612689513543,0.21243882977239376,0.29899015722868466
Spain_random-cv,0.157520229922983,0.18075268239897416,0.4692900115101572,0.460735549024041,0.3215762095474842,0.4374226724404578,0.34730077832867073,0.33906513041387,0.2754822985086958,0.3519649169234259,0.2330145938026549,0.2915314299092273,0.15288159368936902,0.3079600820087507,0.1477003351593994,0.24921749296672316,0.1074952956892713,0.17772184976765604,0.10289289913078115,0.1572035038989154,0.10040874916445992,0.1011367899559571,0.10294822332170712,0.19630949045805757,0.2461374080246559,0.3996318968220426
France_random-cv,0.16160680024668359,0.18264325896504227,0.4079744825478057,0.2245308137731362,0.1748267217224598,0.15882865891991646,0.3332141140049486,0.17767364914305972,0.1640077467538241,0.19158905431783968,0.1574448191805523,0.20558193386065204,0.16186160566918603,0.24188365921046784,0.18022892069344854,0.1719112197342514,0.17055132525524463,0.2267034661399365,0.15542742541990473,0.1916722964265269,0.12381492914824199,0.1665370260519932,0.153894787960291,0.1749601822676178,0.22805823238269546,0.33404153094103595
Netherlands_city-cv,0.16163307244919625,0.16565315370247718,0.2823306567840231,0.17194414721462634,0.16200076939218017,0.06804519717642364,0.06240523264456667,0.11011331645809183,0.09221060595639315,0.18511556558784256,0.0445758917629373,0.18496128648004764,0.1336938080196422,0.1893198236588649,0.16590077922261834,0.29296884569841986,0.30312549164117614,0.2614359496773864,0.22870221445467454,0.19452204623700056,0.16887786647139488,0.18739219705574184,0.15050795446007348,0.15110689937686775,0.2193299609372935,0.3373669526354649
Netherlands_random-cv,0.41498923447775177,0.4006689483701546,0.5429771463866584,0.4910236594935204,0.3851245016437015,0.4801576413658926,0.33304097913879394,0.38655816044096425,0.344098631267625,0.4116447828575062,0.5141423879475154,0.575461584276355,0.3687214643364553,0.42790975929957337,0.39964632285519064,0.490689096674969,0.48351094888198815,0.4642289326805353,0.49459297065077135,0.4289171696991883,0.4384220288693694,0.45559153453841295,0.41663140578225777,0.39845168853227003,0.3845350797904674,0.6120276777721876
