name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0,e2e_time,MCC_5,MCC_std_5,MCC_10,MCC_std_10,MCC_20,MCC_std_20
Netherlands_AdaBoost,0.21075999951182556,0.0,18.512385097086923,0.0,24.001294985633308,0.0,0.19783724910533687,0.38606659405632493,0.6425626264197916,0.21075999951182556,37757.22816205025,0.016171516403392976,0.0,0.06577828958936716,0.0,0.17029638221339452,0.0
Netherlands_XGboost,0.6198651705712876,0.0,8.924956392199473,0.0,16.657083473592124,0.0,0.6425626264197914,0.7396530262953166,0.8381437684767388,0.6198651705712876,11238.661225318909,0.42474445421484425,0.0,0.518818371603784,0.0,0.5971606133403208,0.0
Netherlands_RandomForest,0.6022455026211855,0.0,9.160054154348842,0.0,17.03874800588306,0.0,0.6302707328458067,0.7198148436284425,0.8265520460557025,0.6022455026211855,3791.084702014923,0.45048098876526527,0.0,0.5221622808467425,0.0,0.5840769701679243,0.0
