name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0
100-Zeeland_,0.1734505158494074,0.0,19.14046073748798,0.0,25.098753061259032,0.0,0.21242678918065064,0.3858523046460017,0.613174332133779,0.1734505158494074
100-Overijssel_,0.17608103066138026,0.0,19.380792898666996,0.0,24.81356482934157,0.0,0.1933026903991778,0.35739581297301615,0.5895717345203793,0.17608103066138026
100-Zuid-Holland_,0.17997305427451937,0.0,21.612688945570746,0.0,26.252275021399537,0.0,0.1376551813977724,0.26773659871034977,0.5172005471243405,0.17997305427451937
50-Zeeland_,0.18850569145820928,0.0,18.941754151986192,0.0,24.869122136019232,0.0,0.22394028555695844,0.3975493495152651,0.6109661881427674,0.18850569145820928
200-Groningen_,0.19094409169082083,0.0,21.808240973645287,0.0,26.957534539202864,0.0,0.14267696142459887,0.28776792631488335,0.5260693661088884,0.19094409169082083
150-Zeeland_,0.20132995231199358,0.0,18.587553915061328,0.0,24.671832895482755,0.0,0.2185450722791717,0.40139830579178926,0.6303833938672555,0.20132995231199358
150-Friesland_,0.21953441338062474,0.0,19.223692192569064,0.0,24.852369648347228,0.0,0.1811333338385867,0.3493486020902332,0.615356923613269,0.21953441338062474
200-Friesland_,0.22002994359462846,0.0,19.362990350617814,0.0,24.844478810079455,0.0,0.1859307146051066,0.3550630177268146,0.6021394954034575,0.22002994359462846
50-Overijssel_,0.2317726078057909,0.0,18.19246431662508,0.0,23.960275357673236,0.0,0.20480114669306415,0.39157802704060296,0.6456894975441517,0.2317726078057909
50-Groningen_,0.26551507327811186,0.0,20.274693829485802,0.0,25.68516424569338,0.0,0.1779326399467048,0.33159799544146323,0.5630279463005865,0.26551507327811186
