name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0,R2_seed_1,R2_seed_2,R2_seed_3,R2_seed_4,R2_seed_5,R2_seed_6,R2_seed_7,R2_seed_8,R2_seed_9
1-cities_,-0.1234020160383796,0.22116113762880085,27.009333268081026,3.149771822864134,32.5974527588759,3.1865819898556977,0.10933215455520451,0.21588596770920895,0.41770920896257857,-0.4962858222325708,0.0044142901069158524,0.10304879121316013,-0.3412946717063623,0.13619830843751768,0.022076696911908722,-0.30058189012619185,-0.38364814559411275,0.08574886322435615,-0.06369658061841688
2-cities_,-0.003934742346393794,0.11777542633670415,25.52461086890087,1.8023416856064027,30.91225438443085,1.7607446951135064,0.1180845821618018,0.2320096234673469,0.4419012145279573,-0.230340178508198,-0.020237921719208574,0.022981264042973848,0.07798236209767251,0.03380581837595109,0.056107535205756065,0.10665558484392701,-0.2276915210529984,0.09603774718896452,0.04535188606122198
4-cities_,0.05942457312045217,0.05426662053059281,24.580697266410517,0.8971180121376966,29.95696400597155,0.8634427511158659,0.12642685295225947,0.24564914925070291,0.46192353401547875,0.0005350141158445565,-0.013705280315805313,0.1512303209439072,0.09798313442871054,0.07968242599491804,0.05433571849957064,0.10185805078439514,-0.02528580135121028,0.09491611525108479,0.05269603285310642
8-cities_,0.0656466903130285,0.04367166530396936,24.47885565463486,0.6837505667837599,29.86197526820798,0.6972049269236269,0.12821820922345578,0.25069277370358556,0.46290762051073947,-0.01641094440541102,0.05955872861724498,0.09411538865842273,0.09922884532617826,0.04473783540542853,0.033595026698945984,0.06298932460796636,0.026742311645668093,0.11874186527269537,0.13316852130314571
16-cities_,0.11782667752915707,0.028022849986731636,23.59629423029302,0.4675077840578322,29.02039635054419,0.4615696662930042,0.13964752601524683,0.267897620220876,0.4819357082813995,0.07719716294076318,0.09478359229312638,0.16468320469947917,0.11248013908585441,0.08553021821728723,0.14702995139032682,0.14497126103385072,0.09537123109058143,0.12109293340351857,0.13512708113678273
32-cities_,0.13323736430759722,0.03362165579224126,23.343212931493202,0.5245099598717967,28.76407080127668,0.5557492916423105,0.14216933824168815,0.27017449781153074,0.4884474912316299,0.12205466490081751,0.1474685472246675,0.15750014139170532,0.15092290065022562,0.06453653837941942,0.14716612461263823,0.10235556731081008,0.1035554421962056,0.1477572193879324,0.1890564970215507
64-cities_,0.16826595495855595,0.018863179243776902,22.761509678007823,0.3114770337512634,28.180288319085093,0.32064348416913413,0.144286790921476,0.27744572306443666,0.5041001188440244,0.151981384516374,0.1669273087759362,0.16992092247606005,0.17580795528114135,0.13607407647010983,0.1556774128755679,0.16894688320632856,0.18513403554940744,0.1624719487861167,0.2097176216485176
128-cities_,0.18074264667998902,0.01089144874292152,22.57969162892686,0.2007434064317212,27.96931860526974,0.1858937332185333,0.1469013594596945,0.27970375952926174,0.5069291863532277,0.19064089701652553,0.199899207300978,0.1736841174835756,0.1865647689295371,0.18062341077291144,0.18700039673506086,0.16903984193434618,0.18609173818044622,0.1618490451931328,0.1720330432533762
256-cities_,0.19390527019616663,0.009853826807171262,22.369344498238398,0.1931143715082222,27.743815614547344,0.17002711514480864,0.1472231079161715,0.281816864256935,0.5134511145250586,0.1808903471097072,0.1894076909381498,0.2052098363311018,0.18767894179808875,0.1863586879371566,0.21482350859664878,0.19240919955320157,0.20286477058692032,0.18859112053436122,0.19081859857633032
424-cities_,0.19876863208872445,0.004224654500585534,22.247137326975,0.07554809764562806,27.660419632238508,0.0729736520218386,0.1481811066987449,0.2851358010377113,0.5186324241282356,0.19877066276795075,0.19336533478287732,0.19780832675731996,0.20028546872019293,0.2049325544526016,0.19941657542615132,0.20684164919461157,0.19299157807435363,0.1965672992764631,0.19670687143472232
512-cities_,0.2637242949872521,0.0029305207428897855,20.84269358050205,0.05512645900641207,26.515552488556807,0.0527231538058772,0.171683237195281,0.3241688164874344,0.556877010927853,0.26193634054846227,0.26666981110993926,0.26325864781910624,0.26506641106335704,0.2624958415162746,0.25686889994972584,0.26787483481968566,0.2659481441084659,0.26276895491531127,0.26435506402219267
1024-cities_,0.3273022900529289,0.0018853310024228415,19.628533960846237,0.03244201214796922,25.344915770805585,0.035517454896290386,0.172967332386446,0.3367807762543842,0.6067886025681906,0.327171994502383,0.32897075949404353,0.33065930463372706,0.32498041483087015,0.3262728528919038,0.3243638986305637,0.32855153601326503,0.3285467376805393,0.32790943435128217,0.3255959675007112
