name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0,R2_seed_1,R2_seed_2,R2_seed_3,R2_seed_4,R2_seed_5,R2_seed_6,R2_seed_7,R2_seed_8,R2_seed_9,skew,kurtosis
1-cities_,-0.8558693565006408,0.8788635792551832,33.74263615499786,8.921289586741612,40.01578409440552,9.493223244751645,0.08568713643574828,0.1722583950290851,0.3391261237440507,-1.9704557215176406,-0.6966014103172333,-2.1045976910598436,0.017413208638788036,-0.04638456507099087,-0.07099251330242451,0.0191492881328017,-0.6461779954071722,-0.7735489921400007,-2.286497172962693,-0.3058563353242758,0.05826389250507704
2-cities_,-0.7918200969285761,0.5725318351493253,33.340163156962284,6.110213321606707,39.90225273120352,6.3892015566842275,0.086136634056055,0.17129329719725012,0.3401176626123744,-2.003025058856628,-0.19201973191949495,-1.161133782733939,-0.03645446860074508,-0.41241972797154713,-1.221579707603409,-0.18654595858367662,-0.8277430569463282,-0.8897417044283611,-0.9875377716416331,-0.251854578251785,0.12498983665866756
4-cities_,-0.1354744058413871,0.31024987004693755,25.65604888375382,3.8074674535616713,31.883104171401772,4.27847521290493,0.12457859598096246,0.24499438127974615,0.46496727921734526,-0.73915511558946,-0.46342782365587243,-0.15693251542510112,0.13612084474132768,0.13700852617116566,0.08802082149445112,0.14932643789825284,-0.20978456697190895,0.1723513600932186,-0.4682720271699441,-0.18663477142571358,0.23901739165772
8-cities_,0.022882326722271806,0.21291962096194833,23.81603332269387,2.744212333814513,29.677940093037154,3.120244586476098,0.1330298122686409,0.2615762162876785,0.4961858804865152,-0.4457438723116953,0.12833234032702912,-0.020778564641225072,0.20044760137198803,0.18488899351328925,0.1969026901555604,0.20884357457228697,-0.17787406263006034,0.1405168314041072,-0.18671226453856216,-0.19974012606540759,0.1863917541597265
16-cities_,0.168887712751634,0.08863182841058888,21.78464403419757,1.305122227237155,27.485171668652594,1.4200057135009732,0.14759386567953464,0.2907406795346377,0.5420941300898996,-0.0568792375939664,0.1371176745403554,0.154978558932381,0.22195999858236137,0.1979080345727363,0.2617935373653886,0.24459714824970535,0.11018563081292976,0.23826355909295283,0.17895222296149582,-0.20448549592780116,0.2550034969906968
32-cities_,0.2456872426682663,0.03047227413133402,20.629132610827384,0.6101046393641965,26.214216207888324,0.52262195995337,0.1602690375462718,0.3123991935483871,0.5696093336858805,0.2706744589412663,0.17205071377656644,0.24221902917375793,0.2611261048574055,0.24286189298839989,0.2658391613547496,0.27256293827400957,0.20918823987328716,0.26725162945782843,0.2530982579853924,-0.25815645340344134,0.2457292566407694
64-cities_,0.27804331626471585,0.02779324057665523,19.980305355279803,0.5418943016932495,25.646163591231794,0.49415862887062145,0.17027201216287682,0.33034935219460604,0.5910530142781596,0.2964137401468294,0.2398722228782899,0.2833054419200113,0.29881466332858353,0.2817223740115671,0.25704792102180396,0.32648589655652693,0.2537376759150727,0.3030920233540979,0.23994120351437576,-0.25205364745809006,0.3461976426577582
128-cities_,0.3011295156859831,0.022618572653257778,19.57622879367225,0.4852564571302489,25.234174616598885,0.4077425383242175,0.17448935748281333,0.3391558699101005,0.6034670809095717,0.31055492116133887,0.2626108171568544,0.3067785432738571,0.29077661961601986,0.3156961505869963,0.276364708014632,0.33104828316444224,0.33261855851093103,0.308864137416324,0.2759824179584357,-0.24385568494390783,0.40473336854580405
256-cities_,0.32953441061890154,0.016837959178467244,19.02732569121104,0.42420583381674193,24.717318898656618,0.31079029463454017,0.18082363828662085,0.3511997620306716,0.6232581967213114,0.33905062776732464,0.3078940521145216,0.3169167369563801,0.30200941919468327,0.33281256482965493,0.3631621672538241,0.33813012055998337,0.34049305890620696,0.32468710945656665,0.3301882491498698,-0.2253625312178959,0.56196543626509
512-cities_,0.3208785197517291,0.0017918811814172418,19.279972596070177,0.026620105695280085,24.878305612005665,0.03280426822511041,0.17962057112638813,0.343915256478054,0.6099319143310418,0.3207567463676343,0.32309032436363827,0.31764731009243163,0.3212826420418202,0.3216155758931213,,,,,,-0.24331497533659885,0.4055401817963832
1024-cities_,0.3586395570536717,0.0018886614807686487,18.29210007101187,0.04530295294098961,24.176757652852913,0.035590531654971856,0.19140666314119514,0.3706273135906928,0.6560252511898466,0.3612370078474031,0.35566703292823076,0.3594847409108243,0.3575595985606763,0.35924940502122404,,,,,,-0.17818226220451433,0.9038262529985349
3483-cities_,0.3756913092666033,0.0051991587357556055,17.989421286096274,0.17470846417782032,23.85301855329444,0.0996101333803185,0.19613960867265998,0.3764972236911687,0.6670842147012163,0.3725204710908845,0.37202882888656263,0.3749220821731398,0.37308176232961,0.38590340185281946,,,,,,-0.1519187243257101,0.9785858171574336
2048-cities_,0.378764971616802,0.004265456404436146,17.87029736466915,0.1255982113607986,23.794295679842243,0.08163772586661294,0.20082958751983077,0.3840064780539397,0.6695101797990481,0.3739642487932545,0.3811045205306297,0.38283762212307826,0.3826796809871833,0.3732387856498641,,,,,,-0.12768030833765848,1.0218616877576538
