name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_5_years,within_10_years,within_20_years,R2_seed_0
450-Sevilla_,-1.4876735798079905,0.0,34.467737562479684,0.0,39.754858080298824,0.0,0.060448178313143065,0.12287260739625397,0.26356854424748477,-1.4876735798079905
450-Ciudad Real_,-1.353901866402751,0.0,35.51009369758727,0.0,41.648034027163796,0.0,0.07336973367349371,0.146610715052097,0.29233446985050426,-1.353901866402751
450-Córdoba_,-1.2987385851737807,0.0,31.6570859155716,0.0,37.85398443327081,0.0,0.07996109610451387,0.1616125579735997,0.3388503813940845,-1.2987385851737807
100-Valencia_,-1.1353638880280243,0.0,25.610536501022917,0.0,44.77324276051371,0.0,0.13006331439445215,0.2475333686584078,0.45477681385877444,-1.1353638880280243
450-Málaga_,-1.073672441485924,0.0,30.73013340278393,0.0,35.52906002676387,0.0,0.06406780564987823,0.13010453519173676,0.29272964852708494,-1.073672441485924
400-Sevilla_,-0.9764130769078816,0.0,30.258416572668096,0.0,35.43499451655943,0.0,0.07459277256861269,0.15089088129947756,0.32591027308192455,-0.9764130769078816
350-Málaga_,-0.9309464959258338,0.0,28.04070011374855,0.0,34.28457417906286,0.0,0.08248591086063753,0.17423420860815303,0.39865153158278366,-0.9309464959258338
450-Huelva_,-0.9024807491221398,0.0,33.26367385384417,0.0,40.03676782591763,0.0,0.08407216372322977,0.16802548073494805,0.3399015949228685,-0.9024807491221398
250-Granada_,-0.8714570542878404,0.0,23.502414742330764,0.0,41.590640665148314,0.0,0.12988045496750233,0.26294684308263694,0.5316388115134634,-0.8714570542878404
300-Córdoba_,-0.8383431123696985,0.0,27.592042823463455,0.0,33.85166952880758,0.0,0.10872279700321084,0.2173733924536636,0.42386983334182765,-0.8383431123696985
350-Sevilla_,-0.7267012047310093,0.0,27.643894307213532,0.0,33.12089825380586,0.0,0.08526110464718363,0.1767988729952319,0.3907558232381995,-0.7267012047310093
450-Madrid_,-0.6665902394495917,0.0,28.109954997725946,0.0,34.32862706534283,0.0,0.09573989386417549,0.1964637695336382,0.40932723582206354,-0.6665902394495917
250-Córdoba_,-0.6347415980461701,0.0,25.76715162962322,0.0,31.92209335353732,0.0,0.11947233406384317,0.2367828686951056,0.4595458947046532,-0.6347415980461701
100-Madrid_,-0.6340941544929921,0.0,27.16416738297012,0.0,33.99230038277211,0.0,0.10505490205668729,0.21402020004401945,0.4480937125528845,-0.6340941544929921
150-Tarragona_,-0.6298398848926376,0.0,28.51425724750176,0.0,47.64139400535026,0.0,0.10620476236526345,0.2085338728994488,0.3948552767631984,-0.6298398848926376
350-Ciudad Real_,-0.6261804326185452,0.0,29.13765056900523,0.0,34.616622693507104,0.0,0.08830499988078491,0.1791802770558642,0.36316253785079045,-0.6261804326185452
450-Cádiz_,-0.6026751657880816,0.0,25.490312309867583,0.0,29.590620556573136,0.0,0.08139730730224941,0.16503076498561195,0.3776657313537669,-0.6026751657880816
300-Madrid_,-0.5315882923678998,0.0,27.598768714124326,0.0,32.90887504093004,0.0,0.09251669071433812,0.18680149666185714,0.3842630407669169,-0.5315882923678998
400-Málaga_,-0.510930873614982,0.0,24.836210907638357,0.0,30.327452936275,0.0,0.09871286600650678,0.1989102028480506,0.4543502995608811,-0.510930873614982
