name,MCC,MCC_std,F1,F1_std,Recall_1900-1909,Recall_1910-1919,Recall_1920-1929,Recall_1930-1939,Recall_1940-1949,Recall_1950-1959,Recall_1960-1969,Recall_1970-1979,Recall_1980-1989,Recall_1990-1999,Recall_2000-2009,Recall_2010-2019,MCC_seed_0,e2e_time
undersampling_Netherlands,0.6533647388559695,0.0,0.6135637532414216,0.0,0.5739165654110976,0.5327608142493638,0.4943559096945551,0.5407773851590106,0.7386536704233932,0.6675169124986138,0.7230332761983569,0.7498063516653757,0.7668161434977578,0.7212006169177838,0.6618589743589743,0.6058159991720997,0.6533647388559695,373.03196120262146
oversampling_Netherlands,0.71407108570668,0.0,0.6644695995798788,0.0,0.4977723774807614,0.5346692111959288,0.5574369189907038,0.6056537102473498,0.7359122753579044,0.7255184651214373,0.7841479992907382,0.8243711525133516,0.8224324619927814,0.7890615731403487,0.7131410256410257,0.6552830383938736,0.71407108570668,2399.2620301246643
SMOTE_Netherlands,0.714913263895915,0.0,0.6648681632041041,0.0,0.44835965978128794,0.4844147582697201,0.5336985391766268,0.5869964664310954,0.719768504416692,0.7214151048020406,0.7899994089485194,0.8394145705083779,0.8313463852127311,0.7981373828449401,0.7153668091168092,0.6651143537203767,0.714913263895915,3464.7827219963074
ADASYN_Netherlands,0.7149942244896389,0.0,0.663140991223557,0.0,0.43944916970433373,0.4805979643765903,0.5317065073041168,0.5609893992932862,0.721900700578739,0.7239658422978817,0.7931910869436728,0.8353785315341025,0.8329322979328448,0.7973662356151382,0.7224893162393162,0.6817758460105557,0.7149942244896389,4090.5117316246033
sample weights_Netherlands,0.7156533483456679,0.0,0.6665551651696392,0.0,0.501012555690563,0.5486641221374046,0.5557768924302788,0.6203533568904593,0.7365214742613463,0.7301763335921038,0.7829658963295703,0.8199682009050512,0.8215574756644427,0.7893581682287342,0.7176816239316239,0.6603539273517541,0.7156533483456679,1332.706776857376
baseline_Netherlands,0.7154489370533496,0.0,0.666620855876903,0.0,0.3487241798298906,0.4173027989821883,0.5258964143426295,0.5967491166077739,0.6719463904964971,0.7254075634911833,0.818310774868491,0.866525337355783,0.848353931969813,0.8069415114485704,0.7139964387464387,0.6566283762806582,0.7234489370533496,46.97849750518799
