Code_BuildingVariant,Country,BuildingType,Age,Age_plot,n_air_infiltration,WWR,U_Wall_avg,U_Roof_avg,U_Floor_avg,U_Window_avg,g_Window_avg,set_p_T,n_air_use,q_int_tot,F_sh_hor,F_sh_ver,F_f,F_w,EU_set_p_T,EU_n_air_use,EU_q_int_tot,EU_F_sh_hor,EU_F_sh_ver,EU_F_f,EU_F_w,EU_q_int_tot,A_C_Ref,A_C_ExtDim,Code_AttachedNeighbours,n_Storey,Unit_m2,n_Apartment,q_h_nd,ClimateZone,Age_Harmonized,Age_plot_Harmonized,BuildingType3,WWR_harm_mean,WWR_harm_shape,WWR_harm_scale,U_Wall_harm_mean,U_Wall_harm_shape,U_Wall_harm_scale,U_Window_harm_mean,U_Window_harm_shape,U_Window_harm_scale,U_Roof_harm_mean,U_Roof_harm_shape,U_Roof_harm_scale,U_Floor_harm_mean,U_Floor_harm_shape,U_Floor_harm_scale,g_Window_harm_mean,g_Window_harm_shape,g_Window_harm_scale,n_air_infiltration_harm_mean,n_air_infiltration_harm_scale,n_air_infiltration_harm_shape,n_air_use_harm_mean,n_air_use_harm_scale,n_air_use_harm_shape,set_p_T_harm_mean,F_f_harm_mean,F_sh_ver_harm_mean,F_sh_hor_harm_mean,q_int_tot_harm_mean
NO.N.TH.03.Gen.ReEx.001.001,Norway,TH,1971-1980,1975.5,0.4,0.2012595279827171,0.4448387096774193,0.37,0.62,2.8,0.76,21.0,0.5,4.0,0.9,0.9,0.2,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,474.0,0.0,B_Alone,2.0,118.5,4.0,169.7,Cold,1970-1979,1975,MF_TH,0.2012595279827171,0.05,0.2012595279827171,0.4216129032258064,0.03844521024438795,0.4212986769436926,2.733333333333333,0.05,2.7316798777731606,0.2591846973333333,0.28250484112378627,0.24852438982609093,0.38413684766666667,0.4252420245868863,0.3498660670455407,0.7600000000000001,0.05,0.76,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
NO.N.TH.04.Gen.ReEx.001.001,Norway,TH,1981-1990,1985.5,0.4,0.1077558885423797,0.28,0.206378987,0.197554092,1.9,0.63,21.0,0.5,4.0,0.9,0.9,0.2,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,226.0,0.0,B_Alone,2.0,113.0,2.0,142.6,Cold,1980-1989,1985,MF_TH,0.1077558885423797,0.05,0.1077558885423797,0.3091936869921105,0.5093254685627929,0.27280343381224925,2.0994444444444444,0.14526524299297444,2.106193613855953,0.21308421933333335,0.2999804276690711,0.2068748187669144,0.2986915895555555,0.35730648127739484,0.2892852128238738,0.6788888888888889,0.07164245738736193,0.6822415325381039,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
NO.N.TH.05.Gen.ReEx.001.001,Norway,TH,1991-2000,1995.5,0.4,0.1155944637958139,0.28,0.18,0.25,2.4,0.76,21.0,0.5,4.0,0.9,0.9,0.2,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,202.0,0.0,B_Alone,2.0,101.0,2.0,146.1,Cold,1990-1999,1995,MF_TH,0.1155944637958139,0.05,0.1155944637958139,0.2685520038888889,0.5163235507131392,0.23421885380033935,2.0733333333333333,0.1442525894815163,2.0266984155393977,0.16777777777777778,0.18010938028302936,0.16344419564559967,0.24632358155555556,0.05,0.24614826750946683,0.65,0.06917819760485261,0.65,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
NO.N.TH.06.Gen.ReEx.001.001,Norway,TH,2001-2010,2005.5,0.2,0.1105059031540523,0.21,0.14,0.15,1.6,0.63,21.0,0.5,4.0,0.9,0.9,0.2,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,206.0,0.0,B_Alone,2.0,103.0,2.0,113.1,Cold,2000-2009,2005,MF_TH,0.1105059031540523,0.05,0.1105059031540523,0.1847192795380473,0.48522296595187026,0.15544201050478793,1.4045698538221902,0.4344402951367275,1.2762811097125633,0.11444444444444445,0.20139847563632246,0.11180687888334637,0.1494731082222222,0.2918141241480187,0.14224241140963031,0.5999428868120457,0.1813022450673366,0.5930966290609826,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
NO.N.TH.07.Gen.ReEx.001.001,Norway,TH,2011,2011.0,0.2,0.1100804321023894,0.17,0.12,0.15,1.2,0.5400000000000001,21.0,0.5,4.0,0.9,0.9,0.2,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,198.0,0.0,B_Alone,2.0,99.0,2.0,97.4,Cold,2010s,2013,MF_TH,0.1100804321023894,0.05,0.1100804321023894,0.18666666666666668,0.12154180771653482,0.1852565226391535,1.2,0.05,1.2,0.12666666666666668,0.07266732735358045,0.12632719195312758,0.14784688999999995,0.05,0.14781522282066756,0.54,0.05,0.54,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.AB.03.Gen.ReEx.001.001,Poland,AB,1967-1985,1976.0,0.2,0.3196017423771002,1.3,0.33,0.935251799,2.6,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,4245.75,4995.0,B_Alone,11.0,43.32397959183673,98.0,164.7,Temperate,1970-1979,1975,AB,0.37099993838587236,0.3022197347229865,0.35506214285524207,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.6,0.05,2.6,0.5075000000000001,0.24417636342139493,0.49368122522441427,1.2676258995,0.2684715557258071,1.2232754711838214,0.75,0.05,0.75,0.35,0.35,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
PL.N.AB.04.Gen.ReEx.001.001,Poland,AB,1986-1992,1989.0,0.2,0.248337895971842,1.3,0.9,0.827067669,2.6,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3356.65,3949.0,B_Alone,11.0,41.958125,80.0,166.8,Temperate,1980-1989,1985,AB,0.2843827488406592,0.4121078330161749,0.2570231857261612,0.8779724175880066,0.36498140578583,0.8249738689860235,2.6,0.05,2.6,0.575,0.3008509007208147,0.5477225575051662,1.1135338344999999,0.26317049962982064,1.076055173585444,0.735,0.05,0.7349494359638825,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
PL.N.AB.05.Gen.ReEx.001.001,Poland,AB,1993-2002,1997.5,0.2,0.2945116935009989,0.18,0.5,0.64516129,1.6,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,5354.15,6299.0,B_Alone,13.0,38.51906474820144,139.0,72.2,Temperate,1990-1999,1995,AB,0.26489184621733186,0.23864284857779364,0.25772187169094335,0.4394181682955509,0.3589398198795047,0.4148018141119461,1.6,0.05,1.6,0.45,0.11157177565710485,0.447213595499958,0.7648883372499999,0.1793817212178431,0.7522259521288077,0.72,0.05,0.72,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
PL.N.AB.06.Gen.ReEx.001.001,Poland,AB,2003-2008,2005.5,0.2,0.2303713120862741,0.19,0.6,0.508474576,1.5,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,5245.35,6171.0,B_Alone,11.0,43.35,121.0,73.1,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
PL.N.AB.07.Gen.ReEx.001.001,Poland,AB,2009,2009.0,0.4,0.3387637582914206,0.19,0.5,0.434782609,1.4,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,13716.45,16137.0,B_Alone,11.0,41.19054054054055,333.0,88.3,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.01.Gen.ReEx.001.001,Poland,MFH,1946,1944.0,0.4,0.1307437233538607,1.55,0.9,1.168831169,5.0,0.85,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,807.5,950.0,B_Alone,4.0,44.86111111111112,18.0,326.9,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.4960299337523282,0.2653662258128862,1.4438984891744762,5.0,0.05,4.999999999999999,0.8333333333333334,0.11847075763163267,0.8276772529143362,1.8562770563333333,0.29814125606412106,1.7818277377556593,0.85,0.05,0.85,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.02.Gen.ReEx.001.001,Poland,MFH,1946-1966,1956.0,0.2,0.33606806441811,1.55,0.5,1.034482759,2.6,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1962.65,2309.0,B_Alone,4.0,49.06625,40.0,202.1,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.5422325332210784,0.3888698051124428,1.4229941270197923,4.2,0.3082638930004106,4.020725758589057,0.5666666666666667,0.08594720611032902,0.5646216173286172,1.5448275863333334,0.2611039462009468,1.4965437667376242,0.8166666666666668,0.059002471424932576,0.8152667023312147,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.03.Gen.ReEx.001.001,Poland,MFH,1967-1985,1976.0,0.2,0.220683406678747,1.3,0.6,0.935251799,2.6,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1584.4,1864.0,B_Alone,5.0,52.81333333333334,30.0,190.4,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.6,0.05,2.6,0.5075000000000001,0.24417636342139493,0.49368122522441427,1.2676258995,0.2684715557258071,1.2232754711838214,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.04.Gen.ReEx.001.001,Poland,MFH,1986-1992,1989.0,0.2,0.1828750571484553,1.1,0.5,0.827067669,2.6,0.73,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3842.0,4520.0,B_Alone,4.0,147.76923076923077,26.0,154.5,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,0.8779724175880066,0.36498140578583,0.8249738689860235,2.6,0.05,2.6,0.575,0.3008509007208147,0.5477225575051662,1.1135338344999999,0.26317049962982064,1.076055173585444,0.735,0.05,0.7349494359638825,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.05.Gen.ReEx.001.001,Poland,MFH,1993-2002,1997.5,0.2,0.2881273460308634,0.19,0.5,0.64516129,1.6,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3296.3,3878.0,B_Alone,7.0,36.22307692307693,91.0,83.4,Temperate,1990-1999,1995,MF_TH,0.23620546424277117,0.3707410880339058,0.22065023924990868,0.4394181682955509,0.3589398198795047,0.4148018141119461,1.6,0.05,1.6,0.45,0.11157177565710485,0.447213595499958,0.7648883372499999,0.1793817212178431,0.7522259521288077,0.72,0.05,0.72,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.06.Gen.ReEx.001.001,Poland,MFH,2003-2008,2005.5,0.2,0.1741143317230273,0.18,0.4,0.508474576,1.5,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1887.85,2221.0,B_Alone,9.0,34.96018518518518,54.0,76.1,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.MFH.07.Gen.ReEx.001.001,Poland,MFH,2009,2009.0,0.2,0.3061585653610193,0.18,0.3,0.434782609,1.4,0.77,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1921.85,2261.0,B_Alone,4.0,40.03854166666667,48.0,81.6,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.01.Gen.ReEx.001.001,Poland,SFH,1946,1944.0,0.4,0.1306532663316583,1.5499999999999998,0.7,2.2,5.0,0.8499999999999999,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,71.4,84.0,B_Alone,2.0,71.4,1.0,365.9,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,1.4960299337523282,0.2653662258128862,1.4438984891744762,5.0,0.05,4.999999999999999,0.8333333333333334,0.11847075763163267,0.8276772529143362,1.8562770563333333,0.29814125606412106,1.7818277377556593,0.85,0.05,0.85,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.02.Gen.ReEx.001.001,Poland,SFH,1946-1966,1956.0,0.4,0.1632329635499207,1.5499999999999998,0.6,1.8,5.0,0.85,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,97.75,115.0,B_Alone,2.0,97.75,1.0,352.2,Temperate,1945-1969,1958,SFH,0.17358034664968322,0.15973180481546848,0.17136477592310426,1.5422325332210784,0.3888698051124428,1.4229941270197923,4.2,0.3082638930004106,4.020725758589057,0.5666666666666667,0.08594720611032902,0.5646216173286172,1.5448275863333334,0.2611039462009468,1.4965437667376242,0.8166666666666668,0.059002471424932576,0.8152667023312147,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.03.Gen.ReEx.001.001,Poland,SFH,1967-1985,1976.0,0.2,0.1772831926323868,1.03,0.5,1.6,2.6,0.7500000000000001,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,130.9,154.0,B_Alone,2.0,130.9,1.0,208.6,Temperate,1970-1979,1975,SFH,0.17466545054785826,0.16004430150317475,0.17243051183817248,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.6,0.05,2.6,0.5075000000000001,0.24417636342139493,0.49368122522441427,1.2676258995,0.2684715557258071,1.2232754711838214,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.04.Gen.ReEx.001.001,Poland,SFH,1986-1992,1989.0,0.2,0.1790490341753343,1.3,0.4,1.4,2.6,0.73,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,136.0,160.0,B_Alone,2.0,136.0,1.0,209.3,Temperate,1980-1989,1985,SFH,0.15426948477489133,0.17225266861868643,0.1520375573545001,0.8779724175880066,0.36498140578583,0.8249738689860235,2.6,0.05,2.6,0.575,0.3008509007208147,0.5477225575051662,1.1135338344999999,0.26317049962982064,1.076055173585444,0.735,0.05,0.7349494359638825,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.05.Gen.ReEx.001.001,Poland,SFH,1993-2002,1997.5,0.2,0.2281150159744409,0.4,0.4,1.0,1.6,0.77,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,153.0,180.0,B_Alone,2.0,153.0,1.0,131.4,Temperate,1990-1999,1995,SFH,0.18543844848216295,0.2198117832810866,0.1814117002456447,0.4394181682955509,0.3589398198795047,0.4148018141119461,1.6,0.05,1.6,0.45,0.11157177565710485,0.447213595499958,0.7648883372499999,0.1793817212178431,0.7522259521288077,0.72,0.05,0.72,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.06.Gen.ReEx.001.001,Poland,SFH,2003-2008,2005.5,0.2,0.2327272727272727,0.18,0.3,0.6,1.2,0.77,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,172.55,203.0,B_Alone,2.0,172.55,1.0,90.8,Temperate,2000-2009,2005,SFH,0.17198970699649177,0.351633618042987,0.16194006790905713,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.SFH.07.Gen.ReEx.001.001,Poland,SFH,2009,2009.0,0.2,0.2444559051057246,0.19,0.25,0.5,1.1,0.5,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,187.0,220.0,B_Alone,2.0,187.0,1.0,97.8,Temperate,2000-2009,2005,SFH,0.17198970699649177,0.351633618042987,0.16194006790905713,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.01.Gen.ReEx.001.001,Poland,TH,1946,1944.0,0.4,0.2546728971962617,1.95,0.9,2.2,5.0,0.85,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,248.2,292.0,B_N1,2.0,124.1,2.0,459.4,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.4960299337523282,0.2653662258128862,1.4438984891744762,5.0,0.05,4.999999999999999,0.8333333333333334,0.11847075763163267,0.8276772529143362,1.8562770563333333,0.29814125606412106,1.7818277377556593,0.85,0.05,0.85,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.02.Gen.ReEx.001.001,Poland,TH,1946-1966,1956.0,0.2,0.1701225259189444,1.55,0.6,1.8,5.0,0.85,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,324.87,382.2,B_N1,3.0,162.435,2.0,297.2,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.5422325332210784,0.3888698051124428,1.4229941270197923,4.2,0.3082638930004106,4.020725758589057,0.5666666666666667,0.08594720611032902,0.5646216173286172,1.5448275863333334,0.2611039462009468,1.4965437667376242,0.8166666666666668,0.059002471424932576,0.8152667023312147,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.03.Gen.ReEx.001.001,Poland,TH,1967-1985,1976.0,0.2,0.2388535031847133,1.03,0.6,1.6,2.6,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,362.95,427.0,B_N1,2.0,181.475,2.0,187.9,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.6,0.05,2.6,0.5075000000000001,0.24417636342139493,0.49368122522441427,1.2676258995,0.2684715557258071,1.2232754711838214,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.04.Gen.ReEx.001.001,Poland,TH,1986-1992,1989.0,0.2,0.2081727062451812,0.49,0.5,1.3999999999999997,2.6,0.73,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,190.4,224.0,B_N1,2.0,95.2,2.0,187.4,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,0.8779724175880066,0.36498140578583,0.8249738689860235,2.6,0.05,2.6,0.575,0.3008509007208147,0.5477225575051662,1.1135338344999999,0.26317049962982064,1.076055173585444,0.735,0.05,0.7349494359638825,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.05.Gen.ReEx.001.001,Poland,TH,1993-2002,1997.5,0.2,0.1798514691637068,0.19,0.4,0.769230769,1.6,0.77,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,286.28,336.8,B_N1,2.0,143.14,2.0,116.9,Temperate,1990-1999,1995,MF_TH,0.23620546424277117,0.3707410880339058,0.22065023924990868,0.4394181682955509,0.3589398198795047,0.4148018141119461,1.6,0.05,1.6,0.45,0.11157177565710485,0.447213595499958,0.7648883372499999,0.1793817212178431,0.7522259521288077,0.72,0.05,0.72,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.06.Gen.ReEx.001.001,Poland,TH,2003-2008,2005.5,0.2,0.1685463659147869,0.19,0.3,0.508474576,1.1999999999999995,0.7700000000000001,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,294.95,347.0,B_N1,2.0,147.475,2.0,84.4,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
PL.N.TH.07.Gen.ReEx.001.001,Poland,TH,2009,2009.0,0.2,0.1735825150459296,0.19,0.25,0.434782609,1.1,0.5,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,290.615,341.9,B_N1,2.0,145.3075,2.0,89.9,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2999999999999998,0.12253614003256384,1.29032260735887,0.3625,0.302462738918322,0.3453847265225513,0.491221444375,0.10508270928899328,0.48847594811200074,0.7025,0.1869672707659735,0.6912108472605505,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
RS.N.AB.01.Gen.ReEx.001.001,Serbia,AB,1919,1919.0,0.4,0.0899898077209376,1.0987406419663384,0.43,0.786860199,3.4172817510817,0.7999999999999999,20.0,0.5,4.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1413.0,1884.0,B_N2,3.0,235.5,6.0,154.8,Temperate,1900-1944,1920,AB,0.11210412638072037,0.1735692480542787,0.11042453443688195,1.4960299337523282,0.2653662258128862,1.4438984891744762,3.6271602188852126,0.09184753679481851,3.6108201773661017,0.805658545,0.21465266508873937,0.78149573671292,0.8027933664577909,0.14430740260092284,0.7944130719574845,0.8087500000000001,0.05,0.8084322781453729,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
RS.N.AB.02.Gen.ReEx.001.001,Serbia,AB,1919-1945,1932.0,0.4,0.0972858653507225,1.187926113211233,0.860534125,0.69422427124197,3.5,0.8,20.0,0.5,4.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1043.0,1390.0,B_N1,3.0,40.11538461538461,26.0,183.7,Temperate,1900-1944,1920,AB,0.11210412638072037,0.1735692480542787,0.11042453443688195,1.4960299337523282,0.2653662258128862,1.4438984891744762,3.6271602188852126,0.09184753679481851,3.6108201773661017,0.805658545,0.21465266508873937,0.78149573671292,0.8027933664577909,0.14430740260092284,0.7944130719574845,0.8087500000000001,0.05,0.8084322781453729,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
RS.N.AB.03.Gen.ReEx.001.001,Serbia,AB,1946-1960,1953.0,0.4,0.1091933779499823,1.1429500483695652,0.821401658,1.020124913,3.5,0.8,20.0,0.5,4.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,579.0,772.0,B_N1,4.0,48.25,12.0,186.1,Temperate,1945-1969,1958,AB,0.19119668892268088,0.40613146984988396,0.17509499840228793,1.5422325332210784,0.3888698051124428,1.4229941270197923,3.5,0.05,3.5,0.805658545,0.250787637516317,0.78149573671292,0.8129186469669073,0.19263706354386656,0.7980042178918435,0.8,0.05,0.8,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
RS.N.AB.04.Gen.ReEx.001.001,Serbia,AB,1961-1970,1965.5,0.4,0.3348688873139617,1.2958594275041142,1.07,0.949448167904762,3.5,0.8,20.0,0.5,4.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,950.0,1266.0,B_N2,5.0,67.85714285714286,14.0,219.9,Temperate,1945-1969,1958,AB,0.19119668892268088,0.40613146984988396,0.17509499840228793,1.5422325332210784,0.3888698051124428,1.4229941270197923,3.5,0.05,3.5,0.805658545,0.250787637516317,0.78149573671292,0.8129186469669073,0.19263706354386656,0.7980042178918435,0.8,0.05,0.8,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
RS.N.AB.05.Gen.ReEx.001.001,Serbia,AB,1971-1980,1975.5,0.2,0.1840839527765631,0.7508502920526607,0.9197008368458904,0.8986704269075342,3.5,0.8,20.0,0.5,4.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,933.0,1244.0,B_N2,8.0,58.3125,16.0,131.4,Temperate,1970-1979,1975,AB,0.1727973502645741,0.06541011432086918,0.17242835283732855,1.2788214258111037,0.5168350398007334,1.1354608736923784,3.4,0.05,3.3985290935932864,0.970745440171437,0.3802661047018657,0.9084288983132445,0.8819890277268836,0.5799039977858882,0.7697530310919994,0.8,0.05,0.8,0.35,0.35,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
