Code_BuildingVariant,Country,BuildingType,Age,Age_plot,n_air_infiltration,WWR,U_Wall_avg,U_Roof_avg,U_Floor_avg,U_Window_avg,g_Window_avg,set_p_T,n_air_use,q_int_tot,F_sh_hor,F_sh_ver,F_f,F_w,EU_set_p_T,EU_n_air_use,EU_q_int_tot,EU_F_sh_hor,EU_F_sh_ver,EU_F_f,EU_F_w,EU_q_int_tot,A_C_Ref,A_C_ExtDim,Code_AttachedNeighbours,n_Storey,Unit_m2,n_Apartment,q_h_nd,ClimateZone,Age_Harmonized,Age_plot_Harmonized,BuildingType3,WWR_harm_mean,WWR_harm_shape,WWR_harm_scale,U_Wall_harm_mean,U_Wall_harm_shape,U_Wall_harm_scale,U_Window_harm_mean,U_Window_harm_shape,U_Window_harm_scale,U_Roof_harm_mean,U_Roof_harm_shape,U_Roof_harm_scale,U_Floor_harm_mean,U_Floor_harm_shape,U_Floor_harm_scale,g_Window_harm_mean,g_Window_harm_shape,g_Window_harm_scale,n_air_infiltration_harm_mean,n_air_infiltration_harm_scale,n_air_infiltration_harm_shape,n_air_use_harm_mean,n_air_use_harm_scale,n_air_use_harm_shape,set_p_T_harm_mean,F_f_harm_mean,F_sh_ver_harm_mean,F_sh_hor_harm_mean,q_int_tot_harm_mean
CZ.N.AB.02.Gen.ReEx.001.001,Czech Republic,AB,1921-1945,1933.0,0.4,0.2528858398718318,1.252416116077212,1.2,1.034482759,2.7,0.7499999999999999,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,967.3,1138.0,B_N1,5.0,50.91052631578947,19.0,172.4,Temperate,1900-1944,1920,AB,0.19175147527028907,0.31799026769007854,0.18336513359922532,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
CZ.N.AB.03.Gen.ReEx.001.001,Czech Republic,AB,1946-1960,1953.0,0.4,0.1522999868195597,1.43,0.935251799,1.034482759,2.8,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,744.94,876.4,B_Alone,3.0,62.07833333333334,12.0,221.9,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,1.4125,0.05,1.4121692652711926,2.775,0.05,2.774658027131598,0.9733740173583703,0.06540321263658355,0.9712426743900409,1.05836206925,0.05,1.057577137153481,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
CZ.N.AB.04.Gen.ReEx.001.001,Czech Republic,AB,1961-1980,1970.5,0.4,0.3133014789533561,1.08,0.5800000000000001,1.034482759,2.8,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2812.48,3308.8,B_Alone,8.0,58.59333333333333,48.0,148.4,Temperate,1970-1979,1975,AB,0.37099993838587236,0.3022197347229865,0.35506214285524207,1.2475,0.1352640205703028,1.2361691356214946,2.8,0.05,2.8,0.7825,0.16550102526165272,0.7725403867581465,0.9996810256136364,0.057388953295719566,0.9980723592721454,0.75,0.05,0.75,0.35,0.35,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
CZ.N.AB.05.Gen.ReEx.001.001,Czech Republic,AB,1981-1994,1987.5,0.4,0.3200948429164197,0.87,0.35,0.924855491,2.8,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,6949.26,8175.6,B_Alone,9.0,77.214,90.0,107.8,Temperate,1980-1989,1985,AB,0.2843827488406592,0.4121078330161749,0.2570231857261612,0.915,0.05,0.913892772703669,2.8,0.05,2.8,0.35,0.05,0.3499999999999999,0.90833251675,0.31710729730219456,0.8685245985298023,0.75,0.05,0.75,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
CZ.N.AB.06.Gen.ReEx.001.001,Czech Republic,AB,1995-2010,2002.5,0.4,0.4082533091097846,0.33,0.32,0.45,1.4,0.5,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,5322.564,6261.84,B_Alone,13.0,58.48971428571429,91.0,81.1,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.3425,0.06108882501168865,0.34184667028293564,1.5,0.10882233961441355,1.4907820435242223,0.28500000000000003,0.18032789488979364,0.2804072738035801,0.482118644,0.06715639118299162,0.4810324821713088,0.7,0.05,0.7,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.01.Gen.ReEx.001.001,Czech Republic,MFH,1920,1920.0,0.4,0.0669681937554712,1.2107216494845363,0.882352941,0.64516129,2.7,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,219.215,257.9,B_N1,2.0,54.80375,4.0,236.9,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.02.Gen.ReEx.001.001,Czech Republic,MFH,1921-1945,1933.0,0.4,0.1668422766719669,1.310834682080925,0.935251799,1.034482759,2.7,0.7499999999999999,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,428.4,504.0,B_Alone,3.0,107.1,4.0,224.0,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.03.Gen.ReEx.001.001,Czech Republic,MFH,1946-1960,1953.0,0.4,0.121825876662636,1.43,0.935251799,1.034482759,2.8,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,255.17,300.2,B_Alone,2.0,63.7925,4.0,273.9,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.4125,0.05,1.4121692652711926,2.775,0.05,2.774658027131598,0.9733740173583703,0.06540321263658355,0.9712426743900409,1.05836206925,0.05,1.057577137153481,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.04.Gen.ReEx.001.001,Czech Republic,MFH,1961-1980,1970.5,0.4,0.2640642939150402,1.08,0.85,1.034482759,2.8,0.75,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,459.17,540.2,B_Alone,3.0,76.52833333333334,6.0,258.9,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2475,0.1352640205703028,1.2361691356214946,2.8,0.05,2.8,0.7825,0.16550102526165272,0.7725403867581465,0.9996810256136364,0.057388953295719566,0.9980723592721454,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.05.Gen.ReEx.001.001,Czech Republic,MFH,1981-1994,1987.5,0.4,0.191060724109968,0.87,0.35,1.1,2.8,0.7500000000000001,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,594.83,699.8,B_Alone,4.0,74.35375,8.0,163.6,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,0.915,0.05,0.913892772703669,2.8,0.05,2.8,0.35,0.05,0.3499999999999999,0.90833251675,0.31710729730219456,0.8685245985298023,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.06.Gen.ReEx.001.001,Czech Republic,MFH,1995-2010,2002.5,0.4,0.2704136102214416,0.38,0.24,0.508474576,1.8,0.5,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1876.12,2207.2,B_Alone,4.0,78.17166666666667,24.0,101.8,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.3425,0.06108882501168865,0.34184667028293564,1.5,0.10882233961441355,1.4907820435242223,0.28500000000000003,0.18032789488979364,0.2804072738035801,0.482118644,0.06715639118299162,0.4810324821713088,0.7,0.05,0.7,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.MFH.07.Gen.ReEx.001.001,Czech Republic,MFH,2011,2011.0,0.4,0.1410712521000098,0.25,0.2,0.357142857,1.2,0.65,20.0,0.5,4.0,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,932.28,1096.8,B_Alone,4.0,77.69,12.0,78.7,Temperate,2010s,2013,MF_TH,0.2255418003809544,0.49433599941581885,0.19754586625973383,0.25,0.05,0.25,1.2,0.05,1.2,0.20000000000000004,0.05,0.2,0.319047619,0.08219097472671537,0.3179519498421044,0.65,0.05,0.65,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.01.Gen.ReEx.001.001,Czech Republic,SFH,1920,1920.0,0.4,0.1276274860967103,1.206906474820144,0.882352941,3.23,2.7,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,69.7,82.0,B_Alone,1.0,69.7,1.0,400.3,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.02.Gen.ReEx.001.001,Czech Republic,SFH,1921-1945,1933.0,0.4,0.1265023112480739,1.4497571505666489,1.1060555037680202,1.034482759,2.7,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,80.07,94.2,B_Alone,1.0,80.07,1.0,314.7,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.03.Gen.ReEx.001.001,Czech Republic,SFH,1946-1960,1953.0,0.4,0.1555944055944055,1.36,1.0877406724334813,1.034482759,2.7,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,133.45,157.0,B_Alone,1.0,133.45,1.0,238.8,Temperate,1945-1969,1958,SFH,0.17358034664968322,0.15973180481546848,0.17136477592310426,1.4125,0.05,1.4121692652711926,2.775,0.05,2.774658027131598,0.9733740173583703,0.06540321263658355,0.9712426743900409,1.05836206925,0.05,1.057577137153481,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.04.Gen.ReEx.001.001,Czech Republic,SFH,1961-1980,1970.5,0.4,0.1648351648351648,1.43,0.85,1.025968497454545,2.8,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,144.5,170.0,B_Alone,2.0,72.25,2.0,261.5,Temperate,1970-1979,1975,SFH,0.17466545054785826,0.16004430150317475,0.17243051183817248,1.2475,0.1352640205703028,1.2361691356214946,2.8,0.05,2.8,0.7825,0.16550102526165272,0.7725403867581465,0.9996810256136364,0.057388953295719566,0.9980723592721454,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.05.Gen.ReEx.001.001,Czech Republic,SFH,1981-1994,1987.5,0.4,0.1213956869396656,0.96,0.35,1.1,2.8,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,108.375,127.5,B_Alone,2.0,108.375,1.0,234.9,Temperate,1980-1989,1985,SFH,0.15426948477489133,0.17225266861868643,0.1520375573545001,0.915,0.05,0.913892772703669,2.8,0.05,2.8,0.35,0.05,0.3499999999999999,0.90833251675,0.31710729730219456,0.8685245985298023,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.06.Gen.ReEx.001.001,Czech Republic,SFH,1995-2010,2002.5,0.4,0.0826181688825647,0.33,0.23,0.52,1.4,0.5,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,105.4,124.0,B_Alone,2.0,105.4,1.0,151.0,Temperate,2000-2009,2005,SFH,0.17198970699649177,0.351633618042987,0.16194006790905713,0.3425,0.06108882501168865,0.34184667028293564,1.5,0.10882233961441355,1.4907820435242223,0.28500000000000003,0.18032789488979364,0.2804072738035801,0.482118644,0.06715639118299162,0.4810324821713088,0.7,0.05,0.7,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.SFH.07.Gen.ReEx.001.001,Czech Republic,SFH,2011,2011.0,0.2,0.1004891062694531,0.25,0.2,0.3,1.2,0.65,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,144.5,170.0,B_Alone,2.0,144.5,1.0,85.0,Temperate,2010s,2013,SFH,0.16318971326876922,0.23284646002215786,0.15899371159077916,0.25,0.05,0.25,1.2,0.05,1.2,0.20000000000000004,0.05,0.2,0.319047619,0.08219097472671537,0.3179519498421044,0.65,0.05,0.65,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.01.Gen.ReEx.001.001,Czech Republic,TH,1920,1920.0,0.4,0.1247058823529411,1.086341723070248,0.8823529410000001,3.23,2.7,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,89.25,105.0,B_N2,1.0,89.25,1.0,340.4,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.02.Gen.ReEx.001.001,Czech Republic,TH,1921-1945,1933.0,0.4,0.1615796519410977,1.36,0.882352941,1.13,2.7000000000000006,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,102.0,120.0,B_N2,2.0,102.0,1.0,195.5,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.3051086686290265,0.10743109562400388,1.2975608087950214,2.7,0.05,2.7,0.9963398833460025,0.133455424588042,0.9873125659115343,1.497971357125,0.590966499423338,1.2355881450864616,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.03.Gen.ReEx.001.001,Czech Republic,TH,1946-1960,1953.0,0.4,0.1558624577226606,1.43,0.935251799,1.13,2.8,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,96.39,113.4,B_N2,2.0,96.39,1.0,204.7,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.4125,0.05,1.4121692652711926,2.775,0.05,2.774658027131598,0.9733740173583703,0.06540321263658355,0.9712426743900409,1.05836206925,0.05,1.057577137153481,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.04.Gen.ReEx.001.001,Czech Republic,TH,1961-1980,1970.5,0.4,0.202074074074074,1.4,0.8500000000000001,0.903790087,2.8,0.75,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,103.445,121.7,B_N2,2.0,103.445,1.0,176.2,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2475,0.1352640205703028,1.2361691356214946,2.8,0.05,2.8,0.7825,0.16550102526165272,0.7725403867581465,0.9996810256136364,0.057388953295719566,0.9980723592721454,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.05.Gen.ReEx.001.001,Czech Republic,TH,1981-1994,1987.5,0.4,0.2112,0.96,0.35,0.508474576,2.8,0.7499999999999999,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,117.3,138.0,B_N2,2.0,117.3,1.0,135.1,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,0.915,0.05,0.913892772703669,2.8,0.05,2.8,0.35,0.05,0.3499999999999999,0.90833251675,0.31710729730219456,0.8685245985298023,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.06.Gen.ReEx.001.001,Czech Republic,TH,1995-2010,2002.5,0.4,0.1983157894736842,0.33,0.35,0.45,1.4,0.5,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,97.41,114.6,B_N2,2.0,97.41,1.0,103.6,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.3425,0.06108882501168865,0.34184667028293564,1.5,0.10882233961441355,1.4907820435242223,0.28500000000000003,0.18032789488979364,0.2804072738035801,0.482118644,0.06715639118299162,0.4810324821713088,0.7,0.05,0.7,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
CZ.N.TH.07.Gen.ReEx.001.001,Czech Republic,TH,2011,2011.0,0.4,0.1004891062694531,0.25,0.2,0.3,1.2,0.65,20.0,0.5,4.5,0.75,0.95,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,137.615,161.9,B_N1,2.0,137.615,1.0,91.3,Temperate,2010s,2013,MF_TH,0.2255418003809544,0.49433599941581885,0.19754586625973383,0.25,0.05,0.25,1.2,0.05,1.2,0.20000000000000004,0.05,0.2,0.319047619,0.08219097472671537,0.3179519498421044,0.65,0.05,0.65,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.AB.02.Gen.ReEx.001.001,Germany,AB,1860-1918,1889.0,0.2,0.3070333633904418,1.7,1.3,0.882352941,2.8,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,829.4,0.0,B_N2,5.0,75.39999999999999,11.0,134.5,Temperate,<1900,1900,AB,0.20186465148030078,0.39606437018261587,0.1867399809287358,1.5802536881589986,0.5539054995151919,1.3939959614664852,2.766666666666667,0.05,2.7662617752350678,1.6448717948333336,0.4306061832110612,1.5007403751685784,1.2556597346348173,0.42925658538314715,1.1191854174647482,0.75,0.05,0.7500000000000001,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
DE.N.AB.03.Gen.ReEx.001.001,Germany,AB,1919-1948,1933.5,0.2,0.1826935691233962,1.4,0.64516129,0.769230769,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,1484.021,0.0,B_N1,5.0,98.93473333333333,15.0,167.4,Temperate,1900-1944,1920,AB,0.19175147527028907,0.31799026769007854,0.18336513359922532,1.4960299337523282,0.2653662258128862,1.4438984891744762,2.9,0.05,2.898275349237888,0.9916266841864451,0.3656825662348287,0.9286338214633202,0.7805508369559937,0.05,0.7803092039742253,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
DE.N.AB.04.Gen.ReEx.001.001,Germany,AB,1949-1957,1953.0,0.2,0.1762807101440612,1.2,1.081081081,1.288343558,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,1602.7,0.0,B_Alone,5.0,80.135,20.0,164.0,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,1.5422325332210784,0.3888698051124428,1.4229941270197923,2.9,0.05,2.898275349237888,0.8165933975,0.37676655720914665,0.7597598222839989,1.131757990058667,0.14316677632467104,1.1206341749316642,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
DE.N.AB.05.Gen.ReEx.001.001,Germany,AB,1958-1968,1963.0,0.2,0.1745139478055893,1.2,0.508474576,1.081081081,3.0000000000000004,0.7500000000000001,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,3887.4,0.0,B_Alone,8.0,80.9875,48.0,143.3,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,1.5422325332210784,0.3888698051124428,1.4229941270197923,2.9,0.05,2.898275349237888,0.8165933975,0.37676655720914665,0.7597598222839989,1.131757990058667,0.14316677632467104,1.1206341749316642,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
DE.N.AB.06.Gen.ReEx.001.001,Germany,AB,1969-1978,1973.5,0.2,0.2035861038475906,1.1,0.508474576,0.769230769,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,3322.0,0.0,B_Alone,8.0,69.20833333333333,48.0,121.7,Temperate,1970-1979,1975,AB,0.37099993838587236,0.3022197347229865,0.35506214285524207,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.9,0.05,2.898275349237888,0.506355932,0.05,0.5063425602445787,0.7972588071663602,0.05891387977037349,0.7958454100941708,0.75,0.05,0.75,0.35,0.35,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.01.Gen.ReEx.001.001,Germany,MFH,1860,1860.0,0.2,0.1246329869040406,2.0,2.6,0.9718894429238472,2.8,0.7499999999999999,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,677.4911,0.0,B_Alone,4.0,135.49822,5.0,284.9,Temperate,<1900,1900,MF_TH,0.19813085951192425,0.2476710423644635,0.19244609265273224,1.5802536881589986,0.5539054995151919,1.3939959614664852,2.766666666666667,0.05,2.7662617752350678,1.6448717948333336,0.4306061832110612,1.5007403751685784,1.2556597346348173,0.42925658538314715,1.1191854174647482,0.75,0.05,0.7500000000000001,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.02.Gen.ReEx.001.001,Germany,MFH,1860-1918,1889.0,0.2,0.2676167854315123,2.2,1.3000000000000005,0.882352941,2.7,0.7500000000000001,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,312.4,0.0,B_N2,4.0,78.1,4.0,172.5,Temperate,<1900,1900,MF_TH,0.19813085951192425,0.2476710423644635,0.19244609265273224,1.5802536881589986,0.5539054995151919,1.3939959614664852,2.766666666666667,0.05,2.7662617752350678,1.6448717948333336,0.4306061832110612,1.5007403751685784,1.2556597346348173,0.42925658538314715,1.1191854174647482,0.75,0.05,0.7500000000000001,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.03.Gen.ReEx.001.001,Germany,MFH,1919-1948,1933.5,0.2,0.1793798840433576,1.7,1.2761841567457806,0.8145110408239749,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,385.0,0.0,B_Alone,3.0,192.5,2.0,218.5,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.4960299337523282,0.2653662258128862,1.4438984891744762,2.9,0.05,2.898275349237888,0.9916266841864451,0.3656825662348287,0.9286338214633202,0.7805508369559937,0.05,0.7803092039742253,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.04.Gen.ReEx.001.001,Germany,MFH,1949-1957,1953.0,0.2,0.1754336081887972,1.2,1.081081081,1.325301205,3.0,0.7499999999999999,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,632.28,0.0,B_Alone,3.0,70.25333333333333,9.0,193.7,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.5422325332210784,0.3888698051124428,1.4229941270197923,2.9,0.05,2.898275349237888,0.8165933975,0.37676655720914665,0.7597598222839989,1.131757990058667,0.14316677632467104,1.1206341749316642,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.05.Gen.ReEx.001.001,Germany,MFH,1958-1968,1963.0,0.2,0.1991304620793571,1.2,0.508474576,1.081081081,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,3129.071,0.0,B_N1,4.0,97.78346875,32.0,140.2,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.5422325332210784,0.3888698051124428,1.4229941270197923,2.9,0.05,2.898275349237888,0.8165933975,0.37676655720914665,0.7597598222839989,1.131757990058667,0.14316677632467104,1.1206341749316642,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
DE.N.MFH.06.Gen.ReEx.001.001,Germany,MFH,1969-1978,1973.5,0.2,0.1938945862151204,1.0,0.508474576,0.769230769,3.0,0.75,21.0,0.5,4.0,0.8,0.6,0.3,0.85,20,0.4,3,0.8,0.6,0.3,0.9,3,468.611,0.0,B_Alone,4.0,58.576375,8.0,147.9,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.9,0.05,2.898275349237888,0.506355932,0.05,0.5063425602445787,0.7972588071663602,0.05891387977037349,0.7958454100941708,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
