NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (m2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
NL321;GM0441;Schagen;;no;46553;168246887;2;no;yes;no;;;;;;;NL514L3;no;Alkmaar
NL321;GM0448;Texel;;no;13547;161996438;3;no;yes;no;;;;;;;;;
NL323;GM0450;Uitgeest;;no;13528;19164431;1;no;yes;no;NL528C1;no;Greater Heemskerk;;;;NL002L3;no;Amsterdam
NL329;GM0451;Uithoorn;;no;29424;18139056;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL323;GM0453;Velsen;;no;68348;45201348;1;no;yes;no;NL501C2;no;Greater Haarlem;;;;NL002L3;no;Amsterdam
NL327;GM0457;Weesp;;no;19334;22792769;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL324;GM0473;Zandvoort;;no;17011;32115443;2;no;yes;no;;;;;;;NL002L3;no;Amsterdam
NL325;GM0479;Zaanstad;;no;155885;73865820;1;no;no;no;NL502C1;no;Zaanstad;;;;NL002L3;no;Amsterdam
NL33A;GM0482;Alblasserdam;;no;20069;8779355;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL33B;GM0484;Alphen aan den Rijn;;no;110986;126230945;1;no;no;no;NL026C1;no;Alphen aan den Rijn;;;;NL026L0;no;Alphen aan den Rijn
NL33C;GM0489;Barendrecht;;no;48673;19746534;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL321;GM0498;Drechterland;;no;19597;58887044;3;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL33C;GM0501;Brielle;;no;17182;27546873;2;no;yes;no;;;;;;;NL003L3;no;Rotterdam
NL33C;GM0502;Capelle aan den IJssel;;no;66818;14140221;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL333;GM0503;Delft;;no;103163;22654366;1;no;no;no;NL001C2;no;Greater 's-Gravenhage;;;;NL001L3;no;s-Gravenhage
NL33A;GM0505;Dordrecht;;no;118654;78536781;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL33A;GM0512;Gorinchem;;no;36682;18826736;2;no;no;no;;;;;;;;;
NL33B;GM0513;Gouda;;no;73181;16504215;1;no;no;no;NL030C1;no;Gouda;;;;NL030L0;no;Gouda
NL332;GM0518;'s-Gravenhage;;no;537833;82450292;1;no;yes;no;NL001C2;no;Greater 's-Gravenhage;;;;NL001L3;no;s-Gravenhage
NL33A;GM0523;Hardinxveld-Giessendam;;no;18051;16905126;2;no;no;no;;;;;;;NL003L3;no;Rotterdam
NL33C;GM0530;Hellevoetsluis;;no;40049;41096486;2;no;yes;no;;;;;;;NL003L3;no;Rotterdam
NL33A;GM0531;Hendrik-Ido-Ambacht;;no;30966;10612765;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL321;GM0532;Stede Broec;;no;21706;14499850;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL337;GM0534;Hillegom;;no;21966;12874918;2;no;yes;no;;;;;;;NL002L3;no;Amsterdam
NL337;GM0537;Katwijk;;no;65302;24746888;1;no;yes;no;NL507C2;no;Greater Leiden;;;;NL507L3;no;Leiden
NL33C;GM0542;Krimpen aan den IJssel;;no;29376;7686835;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL337;GM0546;Leiden;;no;124899;21908882;1;no;yes;no;NL507C2;no;Greater Leiden;;;;NL507L3;no;Leiden
NL337;GM0547;Leiderdorp;;no;27109;11575015;1;no;no;no;NL507C2;no;Greater Leiden;;;;NL507L3;no;Leiden
NL337;GM0553;Lisse;;no;22800;15689739;2;no;yes;no;;;;;;;NL002L3;no;Amsterdam
NL33C;GM0556;Maassluis;;no;32768;8476770;2;no;no;no;;;;;;;NL003L3;no;Rotterdam
NL33B;GM0569;Nieuwkoop;;no;28628;78049505;3;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL337;GM0575;Noordwijk;;yes;42859;58366774;2;no;yes;no;;;;;;;NL507L3;no;Leiden
NL337;GM0579;Oegstgeest;;no;24426;7307053;1;no;yes;no;NL507C2;no;Greater Leiden;;;;NL507L3;no;Leiden
NL310;GM0589;Oudewater;;no;10201;38897710;2;no;no;no;;;;;;;NL004L3;no;Utrecht
NL33A;GM0590;Papendrecht;;no;32290;9413426;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL33C;GM0597;Ridderkerk;;no;46241;23716394;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL33C;GM0599;Rotterdam;;no;644618;217569453;1;no;yes;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL332;GM0603;Rijswijk;;no;53467;13957942;1;no;yes;no;NL001C2;no;Greater 's-Gravenhage;;;;NL001L3;no;s-Gravenhage
NL33C;GM0606;Schiedam;;no;77999;17823616;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL33A;GM0610;Sliedrecht;;no;25026;12835741;2;no;no;no;;;;;;;NL003L3;no;Rotterdam
NL33C;GM0613;Albrandswaard;;no;25271;21686534;1;no;no;no;NL021C2;no;Greater Nissewaard;;;;NL003L3;no;Rotterdam
NL33C;GM0614;Westvoorne;;no;14626;53179023;3;no;yes;no;;;;;;;NL003L3;no;Rotterdam
NL33C;GM0622;Vlaardingen;;no;72404;23567370;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL337;GM0626;Voorschoten;;no;25479;11142498;1;no;yes;no;NL507C2;no;Greater Leiden;;;;NL507L3;no;Leiden
NL33B;GM0627;Waddinxveen;;no;28316;27774445;2;no;no;no;;;;;;;;;
NL332;GM0629;Wassenaar;;no;26211;51106049;2;no;yes;no;;;;;;;NL001L3;no;s-Gravenhage
NL310;GM0632;Woerden;;no;52197;88574919;2;no;no;no;;;;;;;NL004L3;no;Utrecht
NL332;GM0637;Zoetermeer;;no;124944;34446718;1;no;no;no;NL509C1;no;Zoetermeer;;;;NL001L3;no;s-Gravenhage
NL337;GM0638;Zoeterwoude;;no;8450;21188598;3;no;no;no;;;;;;;NL507L3;no;Leiden
NL33A;GM0642;Zwijndrecht;;no;44639;20300427;1;no;no;no;NL003C2;no;Greater Rotterdam;;;;NL003L3;no;Rotterdam
NL342;GM0654;Borsele;;no;22800;141565149;3;no;yes;no;;;;;;;;;
NL342;GM0664;Goes;;no;37653;92575383;2;no;yes;no;;;;;;;;;
NL224;GM0668;West Maas en Waal;;no;19076;76756582;3;no;no;no;;;;;;;;;
NL341;GM0677;Hulst;;no;27524;201705926;3;no;yes;no;;;;;;;;;
NL342;GM0678;Kapelle;;no;12785;37126559;2;no;yes;no;;;;;;;;;
NL342;GM0687;Middelburg;;no;48544;48417822;1;no;yes;no;NL032C2;no;Greater Middelburg;;;;NL032L3;no;Middelburg
NL342;GM0703;Reimerswaal;;no;22678;101799488;3;no;yes;no;;;;;;;;;
NL341;GM0715;Terneuzen;;no;54589;250378594;2;no;yes;no;;;;;;;;;
NL342;GM0716;Tholen;;no;25780;146706154;3;no;yes;no;;;;;;;NL028L3;no;Bergen op Zoom
NL342;GM0717;Veere;;no;21835;132562625;3;no;yes;no;;;;;;;NL032L3;no;Middelburg
NL342;GM0718;Vlissingen;;no;44371;34311963;1;no;yes;no;NL032C2;no;Greater Middelburg;;;;NL032L3;no;Middelburg
NL310;GM0736;De Ronde Venen;;no;44059;99921544;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL124;GM0737;Tytsjerksteradiel;;no;31780;148861226;2;no;no;no;;;;;;;NL015L3;no;Leeuwarden
NL414;GM0743;Asten;;no;16710;70166235;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL412;GM0744;Baarle-Nassau;;no;6847;76136306;3;no;no;no;;;;;;;NL012L3;no;Breda
NL411;GM0748;Bergen op Zoom;;no;66811;79958462;1;no;yes;no;NL028C1;no;Bergen op Zoom;;;;NL028L3;no;Bergen op Zoom
NL414;GM0753;Best;;no;29821;34298660;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL413;GM0755;Boekel;;no;10588;34508881;2;no;no;no;;;;;;;;;
NL413;GM0756;Boxmeer;;no;29065;111442212;3;no;no;no;;;;;;;;;
NL413;GM0757;Boxtel;;no;30747;63728758;2;no;no;no;;;;;;;;;
NL411;GM0758;Breda;;no;183873;125739586;1;no;no;no;NL012C1;no;Breda;;;;NL012L3;no;Breda
NL414;GM0762;Deurne;;no;32362;116934002;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL111;GM0765;Pekela;;no;12214;49039717;2;no;no;no;;;;;;;;;
NL412;GM0766;Dongen;;no;26051;29243806;2;no;no;no;;;;;;;;;
NL414;GM0770;Eersel;;no;19110;82463959;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM0772;Eindhoven;;no;231642;87657510;1;no;no;no;NL005C2;no;Greater Eindhoven;;;;NL005L3;no;Eindhoven
NL411;GM0777;Etten-Leur;;no;43774;55302449;2;no;no;no;;;;;;;NL012L3;no;Breda
NL411;GM0779;Geertruidenberg;;no;21515;26631743;2;no;no;no;;;;;;;;;
NL412;GM0784;Gilze en Rijen;;no;26431;65384630;2;no;no;no;;;;;;;NL012L3;no;Breda
NL412;GM0785;Goirle;;no;23793;42994083;2;no;no;no;;;;;;;NL006L3;no;Tilburg
NL413;GM0786;Grave;;no;12483;27182572;2;no;no;no;;;;;;;NL013L3;no;Nijmegen
NL413;GM0788;Haaren;;no;14195;57701316;3;no;no;no;;;;;;;NL006L3;no;Tilburg
NL414;GM0794;Helmond;;no;91524;53175886;1;no;no;no;NL516C1;no;Helmond;;;;NL005L3;no;Eindhoven
NL413;GM0796;'s-Hertogenbosch;;no;154205;109989065;1;no;no;no;NL503C1;no;'s-Hertogenbosch;;;;NL503L3;no;'s-Hertogenbosch
NL413;GM0797;Heusden;;no;44135;78876207;2;no;no;no;;;;;;;NL503L3;no;'s-Hertogenbosch
NL412;GM0798;Hilvarenbeek;;no;15334;94846255;3;no;no;no;;;;;;;NL006L3;no;Tilburg
NL412;GM0809;Loon op Zand;;no;23327;49937928;2;no;no;no;;;;;;;NL006L3;no;Tilburg
NL413;GM0815;Mill en Sint Hubert;;no;10891;52227818;2;no;no;no;;;;;;;;;
NL414;GM0820;Nuenen, Gerwen en Nederwetten;;no;23186;33713219;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM0823;Oirschot;;no;18623;101781097;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL412;GM0824;Oisterwijk;;no;26140;63844338;2;no;no;no;;;;;;;NL006L3;no;Tilburg
NL411;GM0826;Oosterhout;;no;55616;71468922;2;no;no;no;;;;;;;NL012L3;no;Breda
NL413;GM0828;Oss;;no;91451;163163790;1;no;no;no;NL521C1;no;Oss;;;;NL521L3;no;Oss
NL411;GM0840;Rucphen;;no;22572;64410305;2;no;no;no;;;;;;;NL020L3;no;Roosendaal
NL413;GM0845;Sint-Michielsgestel;;no;28991;58384565;2;no;no;no;;;;;;;NL503L3;no;'s-Hertogenbosch
NL414;GM0847;Someren;;no;19322;80267161;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM0848;Son en Breugel;;no;16904;25951177;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL411;GM0851;Steenbergen;;no;25054;146425871;3;no;no;no;;;;;;;;;
NL329;GM0852;Waterland;;no;17315;52113025;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL412;GM0855;Tilburg;;no;217259;116171820;1;no;no;no;NL006C1;no;Tilburg;;;;NL006L3;no;Tilburg
NL413;GM0856;Uden;;no;41782;67003052;2;no;no;no;;;;;;;;;
NL414;GM0858;Valkenswaard;;no;30910;54915586;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM0861;Veldhoven;;no;45337;31690306;1;no;no;no;NL005C2;no;Greater Eindhoven;;;;NL005L3;no;Eindhoven
NL413;GM0865;Vught;;no;26396;33750847;2;no;no;no;;;;;;;NL503L3;no;'s-Hertogenbosch
NL414;GM0866;Waalre;;no;17247;22385794;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL412;GM0867;Waalwijk;;no;48240;64577178;2;no;no;no;;;;;;;;;
NL411;GM0873;Woensdrecht;;no;21866;91660436;3;no;yes;no;;;;;;;NL028L3;no;Bergen op Zoom
NL411;GM0879;Zundert;;no;21612;120651364;3;no;no;no;;;;;;;NL012L3;no;Breda
NL325;GM0880;Wormerland;;no;16329;38588934;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL423;GM0882;Landgraaf;;no;37591;24583478;1;no;no;no;NL010C2;no;Greater Heerlen;;;;NL010L3;no;Heerlen
NL423;GM0888;Beek;;no;15929;21030431;2;no;no;no;;;;;;;NL016L3;no;Sittard-Geleen
NL421;GM0889;Beesel;;no;13519;27986952;2;no;no;no;;;;;;;NL515L3;no;Venlo
NL421;GM0893;Bergen (L.);;no;13140;103242071;3;no;no;no;;;;;;;;;
NL423;GM0899;Brunssum;;no;28103;17247438;1;no;no;no;NL010C2;no;Greater Heerlen;;;;NL010L3;no;Heerlen
NL421;GM0907;Gennep;;no;17071;47616199;2;no;no;no;;;;;;;;;
NL423;GM0917;Heerlen;;no;86832;44937822;1;no;no;no;NL010C2;no;Greater Heerlen;;;;NL010L3;no;Heerlen
NL423;GM0928;Kerkrade;;no;45642;21908686;1;no;no;no;NL010C2;no;Greater Heerlen;;;;NL010L3;no;Heerlen
NL423;GM0935;Maastricht;;no;121565;55986069;1;no;no;no;NL505C1;no;Maastricht;;;;NL505L3;no;Maastricht
NL423;GM0938;Meerssen;;no;18923;26956150;2;no;no;no;;;;;;;NL505L3;no;Maastricht
NL421;GM0944;Mook en Middelaar;;no;7806;17381926;2;no;no;no;;;;;;;NL013L3;no;Nijmegen
NL422;GM0946;Nederweert;;no;17001;99983444;2;no;no;no;;;;;;;;;
NL422;GM0957;Roermond;;no;58209;60807422;2;no;no;no;;;;;;;;;
NL423;GM0965;Simpelveld;;no;10516;16029947;2;no;no;no;;;;;;;NL010L3;no;Heerlen
NL423;GM0971;Stein;;no;24961;21079359;1;no;no;no;NL016C2;no;Greater Sittard-Geleen;;;;NL016L3;no;Sittard-Geleen
NL423;GM0981;Vaals;;no;10092;23888344;2;no;no;no;;;;;;;NL010L3;no;Heerlen
NL421;GM0983;Venlo;;no;101603;124253102;1;no;no;no;NL515C1;no;Venlo;;;;NL515L3;no;Venlo
NL421;GM0984;Venray;;no;43326;163274442;2;no;no;no;;;;;;;;;
NL423;GM0986;Voerendaal;;no;12452;31510424;2;no;no;no;;;;;;;NL010L3;no;Heerlen
NL422;GM0988;Weert;;no;49842;104320250;2;no;no;no;;;;;;;;;
NL423;GM0994;Valkenburg aan de Geul;;no;16470;36727178;2;no;no;no;;;;;;;NL505L3;no;Maastricht
NL230;GM0995;Lelystad;;no;77893;230319217;1;no;no;no;NL520C1;no;Lelystad;;;;NL520L3;no;Lelystad
NL421;GM1507;Horst aan de Maas;;no;42291;188731574;3;no;no;no;;;;;;;NL515L3;no;Venlo
NL225;GM1509;Oude IJsselstreek;;no;39473;136150564;2;no;no;no;;;;;;;;;
NL337;GM1525;Teylingen;;no;37061;28383596;2;no;yes;no;;;;;;;NL507L3;no;Leiden
NL310;GM1581;Utrechtse Heuvelrug;;no;49515;132012307;2;no;no;no;;;;;;;NL004L3;no;Utrecht
NL225;GM1586;Oost Gelre;;no;29704;109932854;2;no;no;no;;;;;;;;;
NL321;GM1598;Koggenland;;no;22738;80317137;2;no;no;no;;;;;;;NL002L3;no;Amsterdam
NL33C;GM1621;Lansingerland;;no;61601;53405403;2;no;no;no;;;;;;;NL003L3;no;Rotterdam
NL422;GM1640;Leudal;;no;35681;162730489;3;no;no;no;;;;;;;;;
NL422;GM1641;Maasgouw;;no;23716;45709985;2;no;no;no;;;;;;;;;
NL414;GM1652;Gemert-Bakel;;no;30447;122143634;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL411;GM1655;Halderberge;;no;30194;74465458;2;no;no;no;;;;;;;NL020L3;no;Roosendaal
NL414;GM1658;Heeze-Leende;;no;15964;104018565;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM1659;Laarbeek;;no;22333;55352468;2;no;no;no;;;;;;;NL005L3;no;Eindhoven
NL414;GM1667;Reusel-De Mierden;;no;13060;77878352;2;no;no;no;;;;;;;;;
NL422;GM1669;Roerdalen;;no;20615;88213892;3;no;no;no;;;;;;;;;
